# min_read_ani:0.95 max_insert_relative:3 min_insert:50 min_mapq:1 pairing_filter:paired_only
scaffold	pass_pairing_filter	filtered_pairs	mean_mistmaches	unfiltered_pairs	pass_min_read_ani	median_insert	unfiltered_reads	mean_mapq_score	pass_min_mapq	unfiltered_priority_reads	pass_max_insert	unfiltered_singletons	pass_min_insert	mean_PID	mean_insert_distance	mean_pair_length	filtered_singletons	filtered_priority_reads
NORP83_130	840	840	2.4178571428571427	840	840.0	162.0	1733	40.825	840.0	0	840.0	53	840.0	0.9889724280512976	170.75714285714287	219.29166666666663	0	0
NORP83_144	4137	4136	1.5484650713077108	4137	4137.0	164.0	8429	40.95068890500362	4137.0	0	4136.0	155	4137.0	0.9929571109894356	172.7645636934977	219.6422528402224	0	0
NORP83_140	1540	1540	2.0948051948051947	1540	1540.0	164.0	3255	40.93571428571428	1540.0	0	1540.0	175	1540.0	0.9904535688563428	170.30454545454546	220.00129870129868	0	0
NORP83_149	2329	2327	1.7544010304851867	2329	2329.0	166.0	4787	37.87333619579217	2327.0	0	2329.0	129	2329.0	0.9920024343434288	171.6689566337484	219.84113353370543	0	0
NORP83_150	1180	1180	2.2161016949152543	1180	1180.0	160.0	2534	40.57542372881356	1180.0	0	1180.0	174	1180.0	0.989876006192734	170.34067796610168	219.49322033898304	0	0
NORP83_148	507	506	1.980276134122288	507	507.0	166.0	1172	37.66074950690335	506.0	0	507.0	158	507.0	0.9909127433655466	170.1439842209073	218.72386587771203	0	0
NORP83_157	630	630	2.2555555555555555	630	630.0	168.0	1378	38.957142857142856	630.0	0	630.0	118	630.0	0.9896830293157032	174.16031746031746	219.73650793650796	0	0
NORP83_145	3931	3884	1.571864665479522	3931	3931.0	166.0	8147	38.73390994657848	3884.0	0	3931.0	285	3931.0	0.992837941812772	173.41109132536252	219.86212159755783	0	0
NORP83_163	2422	2422	0.9892650701899256	2422	2422.0	162.0	5015	41.45499587118084	2422.0	0	2422.0	171	2422.0	0.9954611561437848	171.3666391412056	218.6787778695293	0	0
NORP83_151	1657	1655	2.1538925769462884	1657	1657.0	162.0	3443	39.5920337960169	1655.0	0	1657.0	129	1657.0	0.9901465747071132	171.81472540736272	219.27398913699454	0	0
NORP83_153	1195	1195	1.3397489539748957	1195	1195.0	165.0	2475	41.50962343096234	1195.0	0	1195.0	85	1195.0	0.9938834634880741	173.3740585774059	219.67782426778243	0	0
NORP83_158	2377	2374	1.8094236432477917	2377	2377.0	158.0	4960	40.25704669751788	2374.0	0	2377.0	206	2377.0	0.9917097405640848	168.27008834665546	218.79638199411025	0	0
NORP83_155	962	962	2.5602910602910605	962	962.0	161.0	2077	40.514553014553016	962.0	0	962.0	153	962.0	0.9882207313266947	169.46881496881497	218.0852390852391	0	0
NORP83_154	701	701	1.5435092724679031	701	701.0	158.0	1512	41.690442225392296	701.0	0	701.0	110	701.0	0.9929672541830388	167.90014265335236	219.63908701854493	0	0
NORP83_202	752	752	1.0611702127659577	752	752.0	158.0	1602	40.223404255319146	752.0	0	752.0	98	752.0	0.9951471536959215	170.08111702127658	218.9095744680851	0	0
NORP83_133	6906	6905	2.036055603822762	6906	6906.0	165.0	14274	40.526353895163616	6906.0	0	6905.0	462	6906.0	0.9907167024819729	172.782652765711	219.5241818708369	0	0
NORP83_175	1446	1434	2.267634854771784	1446	1444.0	165.0	2976	39.37413554633471	1436.0	0	1446.0	84	1446.0	0.9896787099726062	172.32918395573998	219.35615491009682	0	0
NORP83_165	438	434	1.7077625570776256	438	438.0	156.0	1077	37.63242009132421	434.0	0	438.0	201	438.0	0.9921312555583102	163.49543378995438	217.27625570776252	0	0
NORP83_162	828	828	2.4190821256038646	828	828.0	163.0	1770	39.212560386473434	828.0	0	828.0	114	828.0	0.9890125673046299	169.87801932367148	219.78140096618358	0	0
NORP83_147	974	974	3.4650924024640664	974	974.0	160.0	2228	39.18685831622177	974.0	0	974.0	280	974.0	0.9841824655929686	168.4804928131417	218.91786447638603	0	0
NORP83_152	2915	2915	1.0761578044596911	2915	2915.0	162.0	5959	41.162264150943386	2915.0	0	2915.0	129	2915.0	0.9950790088804132	170.42504288164665	219.27272727272728	0	0
NORP83_164	1108	1108	1.8231046931407944	1108	1108.0	161.0	2316	40.91967509025271	1108.0	0	1108.0	100	1108.0	0.9917013809232268	171.264440433213	220.3835740072202	0	0
NORP83_176	1120	1120	2.0580357142857144	1120	1120.0	163.0	2416	38.013392857142854	1120.0	0	1120.0	176	1120.0	0.9905831258824184	169.79375	218.90535714285718	0	0
NORP83_167	636	636	2.3317610062893084	636	636.0	163.5	1353	41.00157232704402	636.0	0	636.0	81	636.0	0.9894546802443214	172.6320754716981	220.2059748427673	0	0
NORP83_161	1237	1236	2.064672594987874	1237	1236.0	166.0	2568	41.00565885206144	1237.0	0	1237.0	94	1237.0	0.9905749681135328	170.76556184316897	219.31608730800323	0	0
NORP83_174	1528	1528	1.8422774869109948	1528	1528.0	163.0	3142	38.92539267015706	1528.0	0	1528.0	86	1528.0	0.9916512826285188	171.0261780104712	219.82984293193718	0	0
NORP83_191	1095	1094	2.7863013698630144	1095	1095.0	164.0	2379	39.100456621004575	1094.0	0	1095.0	189	1095.0	0.9873538101905004	171.3990867579909	220.53607305936075	0	0
NORP83_197	1546	1545	2.2263906856403617	1546	1546.0	162.0	3261	40.2503234152652	1545.0	0	1546.0	169	1546.0	0.9898423474595665	170.4391979301423	218.75226390685643	0	0
NORP83_173	1397	1397	1.8289191123836792	1397	1397.0	163.0	2893	40.50823192555476	1397.0	0	1397.0	99	1397.0	0.9916939520455648	172.1123836793128	219.68432355046528	0	0
NORP83_156	655	654	1.8229007633587784	655	655.0	163.0	1354	39.60152671755725	654.0	0	655.0	44	655.0	0.9917105623628768	171.87022900763358	219.1312977099237	0	0
NORP83_169	1222	1222	0.8126022913256956	1222	1222.0	166.0	2535	41.715220949263504	1222.0	0	1222.0	91	1222.0	0.9962858325380796	173.91325695581014	218.82569558101474	0	0
NORP83_159	1281	1279	1.9266198282591724	1281	1281.0	162.0	2694	38.70023419203747	1279.0	0	1281.0	132	1281.0	0.991152868952186	169.4824355971897	218.27088212334115	0	0
NORP83_217	629	629	1.5262321144674087	629	629.0	166.0	1340	40.40222575516693	629.0	0	629.0	82	629.0	0.9930409284863506	171.6009538950715	218.84737678855325	0	0
NORP83_201	1270	1270	2.2094488188976382	1270	1270.0	163.0	2626	40.95826771653543	1270.0	0	1270.0	86	1270.0	0.9899008620882432	170.35748031496064	218.75590551181102	0	0
NORP83_186	3454	3448	2.093225246091488	3454	3454.0	164.0	7114	35.28430804863926	3448.0	0	3454.0	206	3454.0	0.9904444526034641	171.53763752171398	219.5657209033005	0	0
NORP83_222	1638	1635	1.6434676434676434	1638	1638.0	165.0	3448	39.840048840048844	1635.0	0	1638.0	172	1638.0	0.9925377569216554	171.91575091575092	220.34493284493286	0	0
NORP83_172	940	939	1.9148936170212767	940	940.0	164.0	2006	40.611702127659576	939.0	0	940.0	126	940.0	0.9912661838731344	172.18936170212766	218.7414893617021	0	0
NORP83_171	994	990	2.4818913480885314	994	993.0	167.5	2106	39.64688128772636	991.0	0	994.0	118	994.0	0.98872265003156	174.43058350100605	219.66297786720318	0	0
NORP83_160	1230	1226	1.9918699186991868	1230	1230.0	161.0	2617	39.2	1226.0	0	1230.0	157	1230.0	0.9908433707357046	168.4821138211382	218.8406504065041	0	0
NORP83_170	4363	4363	1.088700435480174	4363	4363.0	165.0	8994	41.6843914737566	4363.0	0	4363.0	268	4363.0	0.9950258032318988	172.76919550767818	219.33921613568646	0	0
NORP83_177	653	652	1.689127105666156	653	652.0	161.0	1384	35.848392036753445	653.0	0	653.0	78	653.0	0.9922792957801584	171.06431852986216	218.44410413476263	0	0
NORP83_182	1022	1021	1.2671232876712328	1022	1022.0	165.0	2099	40.168297455968684	1022.0	0	1021.0	55	1022.0	0.994263609637851	173.27201565557732	220.28375733855182	0	0
NORP83_183	765	765	2.2509803921568627	765	765.0	159.0	1650	40.0483660130719	765.0	0	765.0	120	765.0	0.9896670805997904	168.9137254901961	218.43529411764703	0	0
NORP83_168	811	811	1.092478421701603	811	811.0	167.0	1709	36.053020961775594	811.0	0	811.0	87	811.0	0.99496564925412	175.48458692971641	217.57706535141799	0	0
NORP83_179	1049	1049	2.03813155386082	1049	1049.0	163.0	2210	41.055290753098184	1049.0	0	1049.0	112	1049.0	0.9907020803629504	171.38322211630125	218.96758817921832	0	0
NORP83_190	888	886	2.0	888	888.0	160.0	1861	41.215090090090094	886.0	0	888.0	85	888.0	0.9908758532737242	168.82319819819818	219.3795045045045	0	0
NORP83_189	833	833	2.7058823529411766	833	833.0	162.0	1761	40.49939975990396	833.0	0	833.0	95	833.0	0.9876349684630046	170.03841536614647	219.05402160864347	0	0
NORP83_220	1928	1925	1.5809128630705394	1928	1928.0	163.0	4070	40.39107883817427	1927.0	0	1926.0	214	1928.0	0.992744149206178	171.6094398340249	219.00103734439838	0	0
NORP83_221	930	929	2.1483870967741936	930	930.0	164.0	2017	38.424731182795696	929.0	0	930.0	157	930.0	0.9901490061924976	170.68817204301075	218.86559139784947	0	0
NORP83_180	1594	1589	2.2559598494353827	1594	1594.0	162.0	3409	37.35633626097867	1589.0	0	1594.0	221	1594.0	0.9897011357576352	171.41091593475534	219.1028858218319	0	0
NORP83_166	2411	2411	1.7619245126503529	2411	2411.0	165.0	4972	41.51347988386562	2411.0	0	2411.0	150	2411.0	0.9919552489821062	172.01493156366652	219.46827042720864	0	0
NORP83_227	1316	1314	2.14209726443769	1316	1316.0	163.0	2768	36.837386018237076	1314.0	0	1316.0	136	1316.0	0.9901931673411024	169.7613981762918	219.40273556231003	0	0
NORP83_199	1411	1411	2.082211197732105	1411	1411.0	160.0	2956	40.67965981573352	1411.0	0	1411.0	134	1411.0	0.9905109173125934	171.11268603827074	218.946137491141	0	0
NORP83_181	4072	4072	1.852652259332024	4072	4072.0	164.0	8300	40.35879174852653	4072.0	0	4072.0	156	4072.0	0.9915607234052912	171.19548133595285	219.63138506876228	0	0
NORP83_254	943	941	2.4697773064687167	943	943.0	158.0	2018	39.254506892895016	941.0	0	943.0	132	943.0	0.988691397167717	165.78791092258746	218.5068928950159	0	0
NORP83_240	1262	1261	1.9920760697305864	1262	1262.0	161.0	2690	39.09508716323296	1261.0	0	1262.0	166	1262.0	0.9908841027864498	167.40491283676704	219.0824088748019	0	0
NORP83_187	653	653	1.9800918836140888	653	653.0	160.0	1463	40.42113323124043	653.0	0	653.0	157	653.0	0.9908972513141028	170.15313935681468	219.8039816232772	0	0
NORP83_188	1201	1198	0.8393005828476271	1201	1201.0	164.0	2467	41.5495420482931	1199.0	0	1200.0	65	1201.0	0.9961762385260722	171.24646128226482	219.10324729392173	0	0
NORP83_192	915	913	2.1956284153005465	915	915.0	163.0	1965	38.037158469945346	913.0	0	915.0	135	915.0	0.989993537888562	171.3224043715847	219.77814207650277	0	0
NORP83_261	2188	2187	1.5370201096892142	2188	2188.0	167.0	4527	41.370658135283364	2187.0	0	2188.0	151	2188.0	0.9929746168327318	173.28793418647166	219.31489945155394	0	0
NORP83_184	1701	1698	1.7254556143445032	1701	1701.0	165.0	3524	41.477366255144034	1699.0	0	1700.0	122	1701.0	0.992169722215108	173.17813051146385	219.89535567313342	0	0
NORP83_193	612	612	2.09640522875817	612	612.0	159.5	1343	40.10947712418301	612.0	0	612.0	119	612.0	0.990437089181912	170.11274509803926	218.43790849673204	0	0
NORP83_194	1813	1811	1.1097628240485384	1813	1813.0	162.0	3711	40.19139547710977	1811.0	0	1813.0	85	1813.0	0.9948987842199528	170.25592939878658	218.90678433535572	0	0
NORP83_196	699	699	1.7124463519313304	699	699.0	164.0	1488	40.3862660944206	699.0	0	699.0	90	699.0	0.9921447446952922	170.12160228898423	217.87982832618027	0	0
NORP83_204	863	861	1.9640787949015064	863	863.0	159.0	1840	41.12050984936269	862.0	0	862.0	114	863.0	0.9910630173243604	169.5874855156431	219.99536500579373	0	0
NORP83_178	1862	1859	1.7073039742212677	1862	1861.0	162.0	3960	32.70891514500537	1860.0	0	1862.0	236	1862.0	0.9922127025783511	169.58485499462944	219.24543501611168	0	0
NORP83_238	913	913	1.8083242059145677	913	913.0	161.0	1964	35.461117196056954	913.0	0	913.0	138	913.0	0.9917978274751429	169.9397590361446	219.42935377875136	0	0
NORP83_260	944	944	1.95021186440678	944	944.0	165.0	1998	40.239406779661024	944.0	0	944.0	110	944.0	0.9911396896577398	170.51906779661016	219.4629237288136	0	0
NORP83_198	609	609	1.9540229885057472	609	609.0	159.0	1312	41.15435139573071	609.0	0	609.0	94	609.0	0.9910916275179084	168.07224958949098	219.23152709359607	0	0
NORP83_185	3906	3906	1.614695340501792	3906	3906.0	165.0	7955	41.084485407066055	3906.0	0	3906.0	143	3906.0	0.9926413750814778	172.6571940604199	219.62211981566819	0	0
NORP83_205	855	855	2.0	855	855.0	168.0	1814	40.62105263157895	855.0	0	855.0	104	855.0	0.9909127328554912	174.06783625730995	219.92397660818713	0	0
NORP83_235	1063	1063	2.413922859830668	1063	1063.0	165.0	2254	41.15616180620884	1063.0	0	1063.0	128	1063.0	0.989084233953953	173.27751646284102	220.9651928504233	0	0
NORP83_239	647	645	2.5131375579598147	647	647.0	161.0	1436	37.570324574961354	645.0	0	647.0	142	647.0	0.9885298364677478	167.74497681607417	219.2272024729521	0	0
NORP83_223	2967	2963	1.7516009437141895	2967	2966.0	163.0	6329	40.992585102797435	2966.0	0	2965.0	395	2967.0	0.9919944591119728	169.79238287832828	219.40579710144928	0	0
NORP83_269	1324	1324	2.2915407854984893	1324	1324.0	167.0	2742	41.231117824773406	1324.0	0	1324.0	94	1324.0	0.9895512304815308	174.29456193353474	219.35574018126889	0	0
NORP83_203	955	955	1.3528795811518324	955	955.0	166.0	1971	37.467015706806286	955.0	0	955.0	61	955.0	0.9938414072260248	173.57486910994766	219.46282722513092	0	0
NORP83_273	1042	1041	2.2744721689059504	1042	1041.0	159.0	2199	37.604606525911706	1042.0	0	1042.0	115	1042.0	0.9895926405545066	167.06429942418427	218.7687140115163	0	0
NORP83_226	1045	1039	2.3263157894736843	1045	1045.0	164.0	2272	36.63349282296651	1039.0	0	1045.0	182	1045.0	0.9893810856955266	169.0574162679426	218.377990430622	0	0
NORP83_211	4928	4928	1.3877840909090908	4928	4928.0	164.0	10074	41.171672077922075	4928.0	0	4928.0	218	4928.0	0.9936885694167004	172.5742694805195	219.3037743506493	0	0
NORP83_200	854	854	1.8992974238875882	854	854.0	160.0	1841	40.42974238875878	854.0	0	854.0	133	854.0	0.9913201334875062	169.55386416861828	219.81147540983608	0	0
NORP83_206	967	967	0.9193381592554292	967	967.0	164.0	2006	41.421923474663906	967.0	0	967.0	72	967.0	0.9958007443187176	172.03619441571868	220.5997931747673	0	0
NORP83_234	736	733	2.2690217391304346	736	736.0	167.0	1561	36.91847826086956	733.0	0	736.0	89	736.0	0.9897229044259441	174.84782608695653	220.3491847826087	0	0
NORP83_210	612	612	2.003267973856209	612	612.0	168.0	1310	41.22549019607843	612.0	0	612.0	86	612.0	0.9908999504306084	174.86274509803926	219.56699346405227	0	0
NORP83_207	844	844	2.1623222748815167	844	844.0	164.0	1791	38.642180094786724	844.0	0	844.0	103	844.0	0.9901409126025033	170.60900473933648	219.20497630331752	0	0
NORP83_257	712	712	2.0646067415730336	712	712.0	159.0	1573	40.2626404494382	712.0	0	712.0	149	712.0	0.990654870812458	167.45084269662922	220.9733146067416	0	0
NORP83_195	899	899	2.0333704115684093	899	899.0	166.0	1880	40.89877641824249	899.0	0	899.0	82	899.0	0.990672336887736	172.34371523915462	218.9777530589544	0	0
NORP83_272	796	795	1.7562814070351762	796	796.0	160.0	1658	36.458542713567844	795.0	0	796.0	66	796.0	0.9920076524361748	169.42964824120602	219.39070351758798	0	0
NORP83_213	1434	1432	2.3514644351464438	1434	1433.0	163.0	3020	40.651324965132495	1433.0	0	1434.0	152	1434.0	0.9892735887595872	169.29986052998606	218.90585774058582	0	0
NORP83_250	966	966	1.87888198757764	966	966.0	168.0	2038	41.31780538302277	966.0	0	966.0	106	966.0	0.991425557054506	173.12525879917183	219.5	0	0
NORP83_233	1561	1561	2.1780909673286355	1561	1561.0	160.0	3213	41.19859064702114	1561.0	0	1561.0	91	1561.0	0.9901139480182272	170.1851377322229	220.2748238308776	0	0
NORP83_225	897	897	1.7591973244147157	897	897.0	165.0	1905	41.18617614269788	897.0	0	897.0	111	897.0	0.9919547354980492	172.20624303232998	219.67335562987736	0	0
NORP83_286	969	969	1.739938080495356	969	969.0	164.0	2012	41.45614035087719	969.0	0	969.0	74	969.0	0.9921322023928876	173.84520123839008	220.38802889576885	0	0
NORP83_258	1102	1100	2.6642468239564434	1102	1102.0	160.5	2331	35.08892921960073	1100.0	0	1102.0	127	1102.0	0.987936745752664	170.88656987295823	220.0562613430127	0	0
NORP83_267	2675	2672	2.1551401869158884	2675	2675.0	162.0	5609	40.76785046728972	2673.0	0	2674.0	259	2675.0	0.9901669786236678	171.62542056074767	219.61644859813083	0	0
NORP83_212	804	790	2.0186567164179103	804	804.0	164.0	1762	29.29975124378109	790.0	0	804.0	154	804.0	0.9908107831085023	171.97388059701493	220.20895522388057	0	0
NORP83_294	1686	1651	1.8837485172004744	1686	1686.0	160.0	3478	39.99822064056939	1651.0	0	1686.0	106	1686.0	0.9913972087942879	170.1198102016607	219.5474495848161	0	0
NORP83_248	971	970	1.7713697219361484	971	971.0	163.0	2033	41.00720906282184	970.0	0	971.0	91	971.0	0.9918876481925384	171.94953656024717	219.46240988671474	0	0
NORP83_264	1309	1308	1.9052711993888465	1309	1309.0	164.0	2769	41.12452253628725	1308.0	0	1309.0	151	1309.0	0.9913742774432908	171.13598166539342	220.25974025974025	0	0
NORP83_209	720	717	2.2027777777777784	720	720.0	165.0	1549	36.665277777777774	717.0	0	720.0	109	720.0	0.9899697686482156	172.49722222222226	219.8513888888889	0	0
NORP83_256	794	792	2.211586901763224	794	794.0	163.0	1677	33.9080604534005	792.0	0	794.0	89	794.0	0.9898280456270546	167.1788413098237	218.6788413098237	0	0
NORP83_215	1458	1458	2.0041152263374484	1458	1458.0	163.0	3074	41.36831275720164	1458.0	0	1458.0	158	1458.0	0.9908956133090576	172.2503429355281	219.74005486968449	0	0
NORP83_218	723	722	1.983402489626556	723	722.0	162.0	1543	39.88796680497925	723.0	0	723.0	97	723.0	0.9909851363933764	170.05255878284925	219.07745504840943	0	0
NORP83_208	927	927	2.763754045307443	927	927.0	165.0	2024	39.144552319309604	927.0	0	927.0	170	927.0	0.9873745769723132	173.59870550161813	219.07335490830638	0	0
NORP83_274	1839	1838	0.9548667754214248	1839	1839.0	161.0	3755	39.98586188145732	1839.0	0	1838.0	77	1839.0	0.995600803974684	170.99129961935836	218.86895051658507	0	0
NORP83_231	988	988	2.8350202429149802	988	988.0	160.0	2135	40.125506072874494	988.0	0	988.0	159	988.0	0.9871324511504092	172.27935222672062	219.9382591093117	0	0
NORP83_279	1230	1212	0.9845528455284552	1230	1230.0	162.0	2539	30.509756097560967	1212.0	0	1230.0	79	1230.0	0.9954574649551516	169.24552845528456	217.8959349593496	0	0
NORP83_262	786	786	2.3893129770992365	786	786.0	163.5	1680	40.469465648854964	786.0	0	786.0	108	786.0	0.9890732886014371	172.2264631043257	218.62722646310436	0	0
NORP83_214	2753	2751	1.7831456592807846	2753	2753.0	163.0	5716	40.84199055575736	2751.0	0	2753.0	210	2753.0	0.9918841793396628	171.46531057028696	219.4551398474392	0	0
NORP83_251	1774	1771	2.11217587373168	1774	1774.0	161.0	3672	40.0456595264938	1771.0	0	1774.0	124	1774.0	0.9903900782271008	170.684892897407	220.01296505073282	0	0
NORP83_243	983	981	1.858596134282808	983	983.0	164.0	2058	36.01729399796541	981.0	0	983.0	92	983.0	0.9914939923909032	171.34587995930823	219.03763987792476	0	0
NORP83_296	1416	1412	2.089689265536723	1416	1416.0	163.0	2914	41.04872881355932	1413.0	0	1415.0	82	1416.0	0.990409086096919	171.5840395480226	218.3531073446328	0	0
NORP83_318	754	753	1.826259946949602	754	754.0	163.0	1593	35.67771883289124	753.0	0	754.0	85	754.0	0.9916651589566108	172.42838196286473	219.86339522546416	0	0
NORP83_228	775	773	2.2477419354838712	775	773.0	158.0	1834	40.011612903225796	775.0	0	775.0	284	775.0	0.9896758621745668	166.80903225806455	218.3458064516129	0	0
NORP83_328	803	803	1.8293897882938976	803	803.0	165.0	1657	41.44458281444583	803.0	0	803.0	51	803.0	0.991686946416102	172.02241594022416	219.74968866749688	0	0
NORP83_275	1915	1913	1.9895561357702352	1915	1915.0	162.0	3955	41.59895561357703	1914.0	0	1914.0	125	1915.0	0.9909839724481888	171.64543080939947	220.4308093994778	0	0
NORP83_276	1600	1597	2.13375	1600	1599.0	166.0	3298	40.771875	1599.0	0	1599.0	98	1600.0	0.9903082672192668	171.75625	219.589375	0	0
NORP83_313	714	712	2.724089635854342	714	714.0	164.0	1582	38.02100840336134	712.0	0	714.0	154	714.0	0.9876049495626756	173.50980392156865	218.9607843137255	0	0
NORP83_230	730	730	0.8246575342465754	730	730.0	161.0	1510	41.939726027397256	730.0	0	730.0	50	730.0	0.9962150231914064	169.94520547945206	218.32602739726028	0	0
NORP83_278	1123	1123	2.577025823686554	1123	1123.0	162.0	2391	40.43098842386465	1123.0	0	1123.0	145	1123.0	0.9882995628817782	168.11219946571683	219.76936776491542	0	0
NORP83_284	2983	2976	1.938317130405632	2983	2983.0	166.0	6227	38.706671136439816	2977.0	0	2982.0	261	2983.0	0.9911877811080824	173.50318471337582	219.61515253100902	0	0
NORP83_219	2029	2029	1.7703302119270576	2029	2029.0	162.0	4153	40.2971907343519	2029.0	0	2029.0	95	2029.0	0.9919559920714566	172.1084277969443	219.69788072942336	0	0
NORP83_244	761	759	2.123521681997372	761	760.0	163.0	1654	40.43101182654402	760.0	0	761.0	132	761.0	0.9903046391885244	170.3285151116951	219.0473061760841	0	0
NORP83_295	1829	1828	0.7993439037725533	1829	1829.0	162.0	3737	40.92892290869327	1828.0	0	1829.0	79	1829.0	0.996331981433892	169.5598687807545	218.81301257517768	0	0
NORP83_224	1164	1164	2.3324742268041243	1164	1164.0	164.5	2456	40.22336769759449	1164.0	0	1164.0	128	1164.0	0.9893611641221036	169.11769759450172	218.92182130584192	0	0
NORP83_303	905	866	1.5889502762430938	905	905.0	166.0	1863	33.11602209944751	866.0	0	905.0	53	905.0	0.9928017288408352	173.53480662983426	220.185635359116	0	0
NORP83_242	1006	1006	1.3310139165009942	1006	1006.0	167.0	2102	38.958250497017886	1006.0	0	1006.0	90	1006.0	0.9939554590085372	175.10934393638172	220.63220675944333	0	0
NORP83_281	1531	1528	2.5721750489875896	1531	1529.0	162.0	3389	39.98105813193991	1530.0	0	1531.0	327	1531.0	0.988254457977643	169.45656433703462	219.85369039843238	0	0
NORP83_268	1074	1073	1.899441340782123	1074	1074.0	163.0	2256	41.183426443202976	1074.0	0	1073.0	108	1074.0	0.9913248364170404	172.22160148975792	219.86871508379892	0	0
NORP83_317	454	452	1.502202643171806	454	454.0	160.5	1019	40.242290748898675	452.0	0	454.0	111	454.0	0.993165033729879	170.71145374449338	219.71806167400882	0	0
NORP83_265	1020	1020	2.443137254901961	1020	1020.0	163.0	2214	39.93333333333333	1020.0	0	1020.0	174	1020.0	0.9888058850516416	170.49313725490197	219.07941176470592	0	0
NORP83_311	6626	6622	1.4719287654693631	6626	6625.0	163.5	13583	40.53425897977664	6623.0	0	6626.0	331	6626.0	0.9932765583160929	171.28856021732568	219.08511922728644	0	0
NORP83_241	586	585	1.5034129692832765	586	586.0	158.0	1270	37.691126279863475	585.0	0	586.0	98	586.0	0.9931069582779694	166.12286689419795	219.59726962457336	0	0
NORP83_338	878	878	1.746013667425968	878	878.0	164.0	1856	40.85307517084282	878.0	0	878.0	100	878.0	0.9920859982885648	170.75170842824605	220.7027334851936	0	0
NORP83_335	2119	2112	1.8504011326097216	2119	2119.0	165.0	4435	38.29919773478056	2112.0	0	2119.0	197	2119.0	0.9915660138388228	173.48985370457763	218.6238791882964	0	0
NORP83_216	1228	1228	2.025244299674267	1228	1228.0	160.0	2562	41.47557003257329	1228.0	0	1228.0	106	1228.0	0.9908099383164346	169.4885993485342	220.17752442996743	0	0
NORP83_378	1049	1048	1.7473784556720686	1049	1049.0	162.0	2199	37.518589132507145	1048.0	0	1049.0	101	1049.0	0.9920366412724421	172.11630123927551	219.56530028598667	0	0
NORP83_290	734	733	1.9550408719346049	734	733.0	163.0	1638	40.11989100817439	734.0	0	734.0	170	734.0	0.9910122144291892	170.224795640327	217.63896457765668	0	0
NORP83_236	1175	1175	1.9446808510638296	1175	1175.0	162.0	2450	41.32	1175.0	0	1175.0	100	1175.0	0.9911619855177356	170.68085106382978	219.2025531914894	0	0
NORP83_329	1004	1003	2.049800796812749	1004	1003.0	160.5	2169	40.20019920318725	1004.0	0	1004.0	161	1004.0	0.9905899710906808	169.7340637450199	219.288844621514	0	0
NORP83_320	663	663	2.7254901960784315	663	663.0	162.0	1447	38.83710407239818	663.0	0	663.0	121	663.0	0.9875300621966092	168.6440422322775	219.63650075414785	0	0
NORP83_237	583	582	2.6003430531732414	583	582.0	162.0	1265	38.78216123499142	583.0	0	583.0	99	583.0	0.9880759029804298	168.79416809605488	218.43567753001722	0	0
NORP83_323	1301	1300	2.226748654880861	1301	1301.0	163.0	2715	39.79938508839354	1300.0	0	1301.0	113	1301.0	0.9898382211164092	169.6079938508839	219.6218293620292	0	0
NORP83_259	2013	2011	1.9195230998509687	2013	2013.0	165.0	4148	41.142573273720814	2011.0	0	2013.0	122	2013.0	0.9912722292989042	172.7516145057129	219.5896671634377	0	0
NORP83_232	1000	998	2.355	1000	1000.0	159.0	2100	40.993	999.0	0	999.0	100	1000.0	0.9892742338236288	167.799	219.269	0	0
NORP83_315	958	958	2.1774530271398747	958	958.0	161.0	2003	41.42797494780793	958.0	0	958.0	87	958.0	0.9900784309256164	170.13256784968686	218.63883089770354	0	0
NORP83_252	1634	1629	1.7056303549571603	1634	1634.0	164.0	3403	40.73194614443084	1630.0	0	1633.0	135	1634.0	0.9922543642337778	173.23684210526315	219.37882496940026	0	0
NORP83_309	1690	1688	1.9011834319526628	1690	1690.0	162.0	3537	38.07159763313609	1688.0	0	1690.0	157	1690.0	0.9912750008329058	171.48224852071007	218.71065088757402	0	0
NORP83_285	1217	1213	2.1051766639276908	1217	1217.0	163.0	2554	40.267050123253895	1213.0	0	1217.0	120	1217.0	0.9903494026338032	171.44124897288415	218.95891536565327	0	0
NORP83_301	605	605	2.1223140495867767	605	605.0	164.0	1315	38.796694214876034	605.0	0	605.0	105	605.0	0.9903565399110528	170.65454545454546	220.62975206611569	0	0
NORP83_322	1007	1004	1.903674280039722	1007	1007.0	165.0	2129	34.72293942403178	1004.0	0	1007.0	115	1007.0	0.9913038796422604	172.3545183714002	219.00595829195632	0	0
NORP83_253	1570	1570	1.8732484076433116	1570	1570.0	164.0	3328	40.82929936305732	1570.0	0	1570.0	188	1570.0	0.9914946341789193	172.3821656050955	220.07515923566882	0	0
NORP83_312	691	684	2.4240231548480464	691	690.0	157.0	1748	37.35311143270622	685.0	0	691.0	366	691.0	0.9888270798873628	164.3096960926194	218.57018813314042	0	0
NORP83_271	1359	1358	1.7858719646799115	1359	1359.0	162.0	2793	40.12950699043415	1358.0	0	1359.0	75	1359.0	0.991835036384107	169.00147167034584	219.3774834437086	0	0
NORP83_389	899	898	1.8698553948832035	899	899.0	166.0	1850	41.35928809788654	898.0	0	899.0	52	899.0	0.9914912663986379	175.55839822024473	220.38153503893216	0	0
